pt_root_id;id
720575940627031810;7618302
720575940629287724;2316157
720575940633390175;1419555
720575940630347628;1722287
720575940618857325;1420242
720575940612783218;2032483
720575940624586384;1766859
720575940637181929;1731229
720575940641790965;NA
720575940631117635;NA
720575940621641036;NA
720575940659472257;NA
720575940632618157;NA
;
