root_id,morphology_cluster
720575940638337257,MC_183.114
720575940625038059,MC_183.114
720575940621851626,MC_183.114
720575940621457392,MC_183.114
720575940612814578,MC_183.114
720575940627687927,MC_183.114
720575940630939643,MC_183.114
720575940628649724,MC_183.114
720575940630498304,MC_184.114
720575940618263297,MC_184.114
720575940626896898,MC_184.114
720575940624697352,MC_184.114
720575940609286921,MC_184.114
720575940624339720,MC_184.114
720575940627702282,MC_184.114
720575940606838283,MC_184.114
720575940625091342,MC_184.114
720575940645257751,MC_184.114
720575940623070488,MC_184.114
720575940622729242,MC_184.114
720575940627094044,MC_184.114
720575940618518557,MC_184.114
720575940618369565,MC_184.114
720575940616419101,MC_184.114
720575940618294050,MC_184.114
720575940646701859,MC_184.114
720575940625008423,MC_184.114
720575940625476647,MC_184.114
720575940630634540,MC_184.114
720575940610642734,MC_184.114
720575940616313394,MC_184.114
720575940647326516,MC_184.114
720575940647102004,MC_184.114
720575940639349557,MC_184.114
720575940630578487,MC_184.114
720575940632573240,MC_184.114
720575940627663162,MC_184.114
720575940617895995,MC_184.114
720575940630529596,MC_184.114
720575940630252860,MC_184.114
720575940630232124,MC_184.114
720575940626292798,MC_184.114
720575940638464063,MC_184.114
720575940624531529,MC_184.114
720575940625401421,MC_184.114
720575940639979854,MC_184.114
720575940625565517,MC_184.114
720575940620079184,MC_184.114
720575940616833110,MC_184.114
720575940631299159,MC_184.114
720575940638347866,MC_184.114
720575940638546010,MC_184.114
720575940617615709,MC_184.114
720575940634739552,MC_184.114
720575940621099617,MC_184.114
720575940620715361,MC_184.114
720575940623142499,MC_184.114
720575940610981730,MC_184.114
720575940605568870,MC_184.114
720575940631135596,MC_184.114
720575940621067117,MC_184.114
720575940631209580,MC_184.114
720575940637222256,MC_184.114
720575940621498740,MC_184.114
720575940636455031,MC_184.114
720575940630312570,MC_184.114
720575940660608385,MC_184.114
720575940626575747,MC_184.114
720575940647649412,MC_184.114
720575940627967621,MC_184.114
720575940620732039,MC_184.114
720575940627446921,MC_184.114
720575940642662541,MC_184.114
720575940637064846,MC_184.114
720575940615361174,MC_184.114
720575940634915479,MC_184.114
720575940627318680,MC_184.114
720575940635534234,MC_184.114
720575940632171940,MC_184.114
720575940620705957,MC_184.114
720575940628144040,MC_184.114
720575940605447340,MC_184.114
720575940633182381,MC_184.114
720575940605153196,MC_184.114
720575940607666610,MC_184.114
720575940606896818,MC_184.114
720575940612648115,MC_184.114
720575940607349682,MC_184.114
720575940624421815,MC_184.114
720575940625511096,MC_184.114
720575940625149624,MC_184.114
720575940626113210,MC_184.114
720575940624656311,MC_184.114
720575940639506109,MC_184.114
720575940630275522,MC_184.114
720575940623882692,MC_184.114
720575940632780492,MC_184.114
720575940623508173,MC_184.114
720575940631593679,MC_184.114
720575940641307344,MC_184.114
720575940614501841,MC_184.114
720575940614694609,MC_184.114
720575940609140949,MC_184.114
720575940630764247,MC_184.114
720575940620311000,MC_184.114
720575940617386713,MC_184.114
720575940641887963,MC_184.114
720575940605225952,MC_184.114
720575940604880864,MC_184.114
720575940613354467,MC_184.114
720575940613618915,MC_184.114
720575940638778340,MC_184.114
720575940613789411,MC_184.114
720575940624863207,MC_184.114
720575940618087398,MC_184.114
720575940638461673,MC_184.114
720575940622998763,MC_184.114
720575940621015790,MC_184.114
720575940621856756,MC_184.114
720575940631077115,MC_184.114
720575940628699132,MC_184.114
720575940624284925,MC_184.114
720575940628464644,MC_185.114
720575940628965638,MC_185.114
720575940629048070,MC_185.114
720575940624582919,MC_185.114
720575940609240073,MC_185.114
720575940627963667,MC_185.114
720575940620941588,MC_185.114
720575940620925204,MC_185.114
720575940613440022,MC_185.114
720575940613463318,MC_185.114
720575940623650072,MC_185.114
720575940634655001,MC_185.114
720575940627164700,MC_185.114
720575940633149215,MC_185.114
720575940606139680,MC_185.114
720575940618279458,MC_185.114
720575940626586149,MC_185.114
720575940633463085,MC_185.114
720575940611013678,MC_185.114
720575940632793903,MC_185.114
720575940620161841,MC_185.114
720575940619626806,MC_185.114
720575940619674678,MC_185.114
720575940619650614,MC_185.114
720575940630873660,MC_185.114
720575940629362492,MC_185.114
720575940616180546,MC_185.114
720575940632433219,MC_185.114
720575940616259394,MC_185.114
720575940632471107,MC_185.114
720575940632759879,MC_185.114
720575940632812615,MC_185.114
720575940626005581,MC_185.114
720575940626001741,MC_185.114
720575940626011981,MC_185.114
720575940627923794,MC_185.114
720575940620552789,MC_185.114
720575940620550741,MC_185.114
720575940631503959,MC_185.114
720575940627243609,MC_185.114
720575940638665306,MC_185.114
720575940621329755,MC_185.114
720575940621343323,MC_185.114
720575940618018141,MC_185.114
720575940622703198,MC_185.114
720575940635744863,MC_185.114
720575940622520670,MC_185.114
720575940626847844,MC_185.114
720575940637203301,MC_185.114
720575940637247333,MC_185.114
720575940629229161,MC_185.114
720575940635769707,MC_185.114
720575940631179372,MC_185.114
720575940621575277,MC_185.114
720575940640351859,MC_185.114
720575940640344691,MC_185.114
720575940630423418,MC_185.114
720575940623005308,MC_185.114
720575940640686720,MC_185.114
720575940627927429,MC_185.114
720575940621181830,MC_185.114
720575940627720329,MC_185.114
720575940623994762,MC_185.114
720575940627817609,MC_185.114
720575940627826057,MC_185.114
720575940618167185,MC_185.114
720575940625284244,MC_185.114
720575940635562394,MC_185.114
720575940629851803,MC_185.114
720575940618600349,MC_185.114
720575940615225250,MC_185.114
720575940634136483,MC_185.114
720575940630970531,MC_185.114
720575940620981413,MC_185.114
720575940621019557,MC_185.114
720575940640399267,MC_185.114
720575940628301224,MC_185.114
720575940640384163,MC_185.114
720575940615198631,MC_185.114
720575940615221927,MC_185.114
720575940605663148,MC_185.114
720575940614721199,MC_185.114
720575940614648239,MC_185.114
720575940636112308,MC_185.114
720575940624674229,MC_185.114
720575940621889718,MC_185.114
720575940626600378,MC_185.114
720575940635435455,MC_185.114
720575940635434943,MC_185.114
720575940635580863,MC_185.114
720575940624079812,MC_185.114
720575940626650826,MC_185.114
720575940626573002,MC_185.114
720575940623740621,MC_185.114
720575940641193168,MC_185.114
720575940641262032,MC_185.114
720575940609769941,MC_185.114
720575940623049686,MC_185.114
720575940612679130,MC_185.114
720575940612629978,MC_185.114
720575940612702426,MC_185.114
720575940638119134,MC_185.114
720575940638172382,MC_185.114
720575940605444576,MC_185.114
720575940613087717,MC_185.114
720575940628570088,MC_185.114
720575940622303216,MC_185.114
720575940653183990,MC_185.114
720575940653052662,MC_185.114
720575940631296249,MC_185.114
720575940631333883,MC_185.114
720575940624721149,MC_185.114
720575940615170302,MC_185.114
720575940623859711,MC_185.114
720575940630221568,MC_186.114
720575940630637312,MC_186.114
720575940618388993,MC_186.114
720575940628034307,MC_186.114
720575940629111811,MC_186.114
720575940625994756,MC_186.114
720575940624559623,MC_186.114
720575940623457031,MC_186.114
720575940623475463,MC_186.114
720575940608733451,MC_186.114
720575940616340236,MC_186.114
720575940608754187,MC_186.114
720575940623342861,MC_186.114
720575940621959185,MC_186.114
720575940627494675,MC_186.114
720575940620888084,MC_186.114
720575940627690517,MC_186.114
720575940634120217,MC_186.114
720575940616769819,MC_186.114
720575940626376476,MC_186.114
720575940633179167,MC_186.114
720575940604564512,MC_186.114
720575940622223393,MC_186.114
720575940622528801,MC_186.114
720575940622321953,MC_186.114
720575940604957984,MC_186.114
720575940623601190,MC_186.114
720575940625430055,MC_186.114
720575940631767594,MC_186.114
720575940595371819,MC_186.114
720575940630985007,MC_186.114
720575940625925936,MC_186.114
720575940620144433,MC_186.114
720575940632717359,MC_186.114
720575940614311219,MC_186.114
720575940630462519,MC_186.114
720575940632001080,MC_186.114
720575940632327992,MC_186.114
720575940626272574,MC_186.114
720575940625269822,MC_186.114
720575940636299327,MC_186.114
720575940631953475,MC_186.114
720575940609463620,MC_186.114
720575940617015109,MC_186.114
720575940636894022,MC_186.114
720575940627873608,MC_186.114
720575940625513549,MC_186.114
720575940639811662,MC_186.114
720575940639800910,MC_186.114
720575940617739088,MC_186.114
720575940630868561,MC_186.114
720575940626680914,MC_186.114
720575940638247258,MC_186.114
720575940633235551,MC_186.114
720575940626362980,MC_186.114
720575940605686374,MC_186.114
720575940627235689,MC_186.114
720575940613684586,MC_186.114
720575940612917362,MC_186.114
720575940619573876,MC_186.114
720575940630571894,MC_186.114
720575940635114359,MC_186.114
720575940648372857,MC_186.114
720575940618814843,MC_186.114
720575940622456956,MC_186.114
720575940620371839,MC_186.114
720575940607593090,MC_186.114
720575940620517511,MC_186.114
720575940623981450,MC_186.114
720575940632462988,MC_186.114
720575940642511501,MC_186.114
720575940627952527,MC_186.114
720575940623406480,MC_186.114
720575940624112787,MC_186.114
720575940611779733,MC_186.114
720575940612057753,MC_186.114
720575940617413790,MC_186.114
720575940632759460,MC_186.114
720575940614778023,MC_186.114
720575940626572456,MC_186.114
720575940628284840,MC_186.114
720575940614987175,MC_186.114
720575940627837352,MC_186.114
720575940611079091,MC_186.114
720575940618716864,MC_186.114
720575940629940674,MC_186.114
720575940628167106,MC_186.114
720575940644377544,MC_186.114
720575940607484617,MC_186.114
720575940618483403,MC_186.114
720575940632667596,MC_186.114
720575940632617420,MC_186.114
720575940631421903,MC_186.114
720575940630885071,MC_186.114
720575940629521359,MC_186.114
720575940631730639,MC_186.114
720575940608182485,MC_186.114
720575940634791902,MC_186.114
720575940615275743,MC_186.114
720575940635001566,MC_186.114
720575940634957534,MC_186.114
720575940612598755,MC_186.114
720575940637960164,MC_186.114
720575940625437671,MC_186.114
720575940624736231,MC_186.114
720575940619628270,MC_186.114
720575940621788400,MC_186.114
720575940621488884,MC_186.114
720575940652593654,MC_186.114
720575940629954551,MC_186.114
720575940630403577,MC_186.114
720575940630012411,MC_186.114
720575940623882237,MC_186.114
720575940613310718,MC_186.114
720575940628623616,MC_187.113
720575940615742977,MC_187.113
720575940607250697,MC_187.113
720575940607287305,MC_187.113
720575940613958412,MC_187.113
720575940629999119,MC_187.113
720575940627121168,MC_187.113
720575940625537301,MC_187.113
720575940604518432,MC_187.113
720575940604498208,MC_187.113
720575940628031531,MC_187.113
720575940628072748,MC_187.113
720575940631049519,MC_187.113
720575940630411823,MC_187.113
720575940617819185,MC_187.113
720575940614123570,MC_187.113
720575940612248883,MC_187.113
720575940637837621,MC_187.113
720575940617018934,MC_187.113
720575940630719800,MC_187.113
720575940629889080,MC_187.113
720575940625470266,MC_187.113
720575940637890621,MC_187.113
720575940624326462,MC_187.113
720575940637790013,MC_187.113
720575940638017862,MC_187.113
720575940623419465,MC_187.113
720575940626534986,MC_187.113
720575940618742864,MC_187.113
720575940631024977,MC_187.113
720575940619051088,MC_187.113
720575940619401563,MC_187.113
720575940619818593,MC_187.113
720575940608939362,MC_187.113
720575940624759652,MC_187.113
720575940633368171,MC_187.113
720575940619781229,MC_187.113
720575940643526510,MC_187.113
720575940619780973,MC_187.113
720575940610178417,MC_187.113
720575940629515126,MC_187.113
720575940627615610,MC_187.113
720575940619968892,MC_187.113
720575940621496956,MC_187.113
720575940638843776,MC_187.113
720575940625415813,MC_187.113
720575940618403719,MC_187.113
720575940625131913,MC_187.113
720575940621764490,MC_187.113
720575940622331786,MC_187.113
720575940628211340,MC_187.113
720575940630278028,MC_187.113
720575940635201422,MC_187.113
720575940615664779,MC_187.113
720575940625636751,MC_187.113
720575940616287377,MC_187.113
720575940613492114,MC_187.113
720575940612861842,MC_187.113
720575940612939154,MC_187.113
720575940612453522,MC_187.113
720575940609843349,MC_187.113
720575940633423255,MC_187.113
720575940633946775,MC_187.113
720575940632653719,MC_187.113
720575940612765330,MC_187.113
720575940633021084,MC_187.113
720575940616966557,MC_187.113
720575940617920670,MC_187.113
720575940613754527,MC_187.113
720575940641723808,MC_187.113
720575940642071968,MC_187.113
720575940613434786,MC_187.113
720575940613403042,MC_187.113
720575940653093793,MC_187.113
720575940613674663,MC_187.113
720575940620957353,MC_187.113
720575940618648235,MC_187.113
720575940630786733,MC_187.113
720575940635239342,MC_187.113
720575940606734258,MC_187.113
720575940610363059,MC_187.113
720575940615694009,MC_187.113
720575940624638650,MC_187.113
720575940614886331,MC_187.113
720575940624337338,MC_187.113
720575940603942846,MC_187.113
720575940633303743,MC_187.113
720575940619068352,MC_187.113
720575940619160769,MC_187.113
720575940618153153,MC_187.113
720575940628585922,MC_187.113
720575940618198977,MC_187.113
720575940629865925,MC_187.113
720575940624608714,MC_187.113
720575940609183950,MC_187.113
720575940630019323,MC_187.113
720575940615654100,MC_187.113
720575940607721685,MC_187.113
720575940629550039,MC_187.113
720575940617585624,MC_187.113
720575940610860250,MC_187.113
720575940636802532,MC_187.113
720575940616462310,MC_187.113
720575940626759656,MC_187.113
720575940623233259,MC_187.113
720575940622986219,MC_187.113
720575940626579185,MC_187.113
720575940627137009,MC_187.113
720575940619835892,MC_187.113
720575940620007412,MC_187.113
720575940650362614,MC_187.113
720575940634348024,MC_187.113
720575940629388027,MC_187.113
720575940628589824,MC_188.113
720575940627807492,MC_188.113
720575940620519941,MC_188.113
720575940627909382,MC_188.113
720575940624527879,MC_188.113
720575940621781517,MC_188.113
720575940635002616,MC_188.113
720575940631168274,MC_188.113
720575940612988182,MC_188.113
720575940611753238,MC_188.113
720575940623702296,MC_188.113
720575940622164504,MC_188.113
720575940623146520,MC_188.113
720575940626661660,MC_188.113
720575940625148700,MC_188.113
720575940603948832,MC_188.113
720575940647094051,MC_188.113
720575940644853796,MC_188.113
720575940625893157,MC_188.113
720575940646652963,MC_188.113
720575940623522857,MC_188.113
720575940627680299,MC_188.113
720575940630426668,MC_188.113
720575940613921331,MC_188.113
720575940642642996,MC_188.113
720575940618086710,MC_188.113
720575940628736567,MC_188.113
720575940627861306,MC_188.113
720575940624869694,MC_188.113
720575940637557567,MC_188.113
720575940614157378,MC_188.113
720575940609566276,MC_188.113
720575940639320902,MC_188.113
720575940622911049,MC_188.113
720575940637730394,MC_188.113
720575940638331226,MC_188.113
720575940608950620,MC_188.113
720575940633895263,MC_188.113
720575940620423009,MC_188.113
720575940620654433,MC_188.113
720575940636077413,MC_188.113
720575940628456295,MC_188.113
720575940629487719,MC_188.113
720575940629156711,MC_188.113
720575940630839656,MC_188.113
720575940628662377,MC_188.113
720575940639878259,MC_188.113
720575940621388660,MC_188.113
720575940635869303,MC_188.113
720575940610413432,MC_188.113
720575940649410681,MC_188.113
720575940639349632,MC_188.113
720575940659601025,MC_188.113
720575940607121794,MC_188.113
720575940647560580,MC_188.113
720575940626993029,MC_188.113
720575940621937800,MC_188.113
720575940616829067,MC_188.113
720575940630316428,MC_188.113
720575940616834699,MC_188.113
720575940631815820,MC_188.113
720575940642944141,MC_188.113
720575940624288148,MC_188.113
720575940627024536,MC_188.113
720575940627629720,MC_188.113
720575940634537370,MC_188.113
720575940627045272,MC_188.113
720575940634418076,MC_188.113
720575940618069661,MC_188.113
720575940633731996,MC_188.113
720575940619323806,MC_188.113
720575940615528607,MC_188.113
720575940619217822,MC_188.113
720575940614727591,MC_188.113
720575940628006056,MC_188.113
720575940627393192,MC_188.113
720575940636937646,MC_188.113
720575940621469872,MC_188.113
720575940606154161,MC_188.113
720575940612584883,MC_188.113
720575940624215221,MC_188.113
720575940620872630,MC_188.113
720575940624046007,MC_188.113
720575940625807034,MC_188.113
720575940618815168,MC_188.113
720575940620908481,MC_188.113
720575940619204032,MC_188.113
720575940609831107,MC_188.113
720575940623227076,MC_188.113
720575940630258117,MC_188.113
720575940615237062,MC_188.113
720575940616096710,MC_188.113
720575940628354247,MC_188.113
720575940625567434,MC_188.113
720575940625688010,MC_188.113
720575940632524748,MC_188.113
720575940640834768,MC_188.113
720575940614507217,MC_188.113
720575940611489746,MC_188.113
720575940629673436,MC_188.113
720575940630344156,MC_188.113
720575940637726174,MC_188.113
720575940605122016,MC_188.113
720575940605362912,MC_188.113
720575940632373730,MC_188.113
720575940638197732,MC_188.113
720575940612235237,MC_188.113
720575940624653291,MC_188.113
720575940623629035,MC_188.113
720575940613801965,MC_188.113
720575940619365359,MC_188.113
720575940634331128,MC_188.113
720575940614714110,MC_188.113
720575940630329088,MC_189.113
720575940625668868,MC_189.113
720575940623994888,MC_189.113
720575940624964360,MC_189.113
720575940620636177,MC_189.113
720575940627853841,MC_189.113
720575940627758101,MC_189.113
720575940623458840,MC_189.113
720575940623167768,MC_189.113
720575940634261273,MC_189.113
720575940626549020,MC_189.113
720575940626282780,MC_189.113
720575940604447520,MC_189.113
720575940623723814,MC_189.113
720575940621506857,MC_189.113
720575940631761962,MC_189.113
720575940633000493,MC_189.113
720575940630538799,MC_189.113
720575940625937968,MC_189.113
720575940632055097,MC_189.113
720575940627359802,MC_189.113
720575940630492220,MC_189.113
720575940630271292,MC_189.113
720575940626328126,MC_189.113
720575940616821824,MC_189.113
720575940619145792,MC_189.113
720575940626928968,MC_189.113
720575940628429898,MC_189.113
720575940622594124,MC_189.113
720575940622419020,MC_189.113
720575940622616396,MC_189.113
720575940629134927,MC_189.113
720575940629612367,MC_189.113
720575940627710034,MC_189.113
720575940616245076,MC_189.113
720575940616942678,MC_189.113
720575940639974744,MC_189.113
720575940638148698,MC_189.113
720575940611597410,MC_189.113
720575940622655587,MC_189.113
720575940628595303,MC_189.113
720575940635353195,MC_189.113
720575940631139435,MC_189.113
720575940621213037,MC_189.113
720575940612239729,MC_189.113
720575940621054324,MC_189.113
720575940636521591,MC_189.113
720575940629772414,MC_189.113
720575940640297600,MC_189.113
720575940640690560,MC_189.113
720575940605868418,MC_189.113
720575940627779205,MC_189.113
720575940626147717,MC_189.113
720575940620264071,MC_189.113
720575940623715976,MC_189.113
720575940623542408,MC_189.113
720575940621952392,MC_189.113
720575940627241865,MC_189.113
720575940636765326,MC_189.113
720575940633689230,MC_189.113
720575940625808272,MC_189.113
720575940618071953,MC_189.113
720575940624234644,MC_189.113
720575940612102293,MC_189.113
720575940625552280,MC_189.113
720575940633713306,MC_189.113
720575940628010492,MC_189.113
720575940619129502,MC_189.113
720575940619202462,MC_189.113
720575940632934308,MC_189.113
720575940633119652,MC_189.113
720575940612944298,MC_189.113
720575940605204140,MC_189.113
720575940633255085,MC_189.113
720575940632435117,MC_189.113
720575940621465520,MC_189.113
720575940606161585,MC_189.113
720575940606291889,MC_189.113
720575940621641648,MC_189.113
720575940635701172,MC_189.113
720575940624234165,MC_189.113
720575940621671862,MC_189.113
720575940625252280,MC_189.113
720575940617756601,MC_189.113
720575940617195449,MC_189.113
720575940635560639,MC_189.113
720575940635308479,MC_189.113
720575940621012929,MC_189.113
720575940623679684,MC_189.113
720575940619986123,MC_189.113
720575940632582604,MC_189.113
720575940623257549,MC_189.113
720575940632544204,MC_189.113
720575940623115213,MC_189.113
720575940632532428,MC_189.113
720575940609125589,MC_189.113
720575940622780118,MC_189.113
720575940621848534,MC_189.113
720575940604151520,MC_189.113
720575940605505760,MC_189.113
720575940632518113,MC_189.113
720575940625041639,MC_189.113
720575940623864554,MC_189.113
720575940623629290,MC_189.113
720575940613762285,MC_189.113
720575940612505842,MC_189.113
720575940625451763,MC_189.113
720575940622194932,MC_189.113
720575940630944505,MC_189.113
720575940629583098,MC_189.113
720575940630887163,MC_189.113
720575940627924220,MC_189.113
720575940624763901,MC_189.113
720575940628022787,MC_190.113
720575940622182669,MC_190.113
720575940620243476,MC_190.113
720575940626824469,MC_190.113
720575940612028182,MC_190.113
720575940633291033,MC_190.113
720575940621595418,MC_190.113
720575940645468963,MC_190.113
720575940644176164,MC_190.113
720575940624183591,MC_190.113
720575940622569001,MC_190.113
720575940628314668,MC_190.113
720575940609646126,MC_190.113
720575940631728431,MC_190.113
720575940624364848,MC_190.113
720575940613983794,MC_190.113
720575940638723133,MC_190.113
720575940630580217,MC_190.113
720575940637152319,MC_190.113
720575940638904381,MC_190.113
720575940621114177,MC_190.113
720575940614806594,MC_190.113
720575940631190851,MC_190.113
720575940631992391,MC_190.113
720575940630520139,MC_190.113
720575940629390411,MC_190.113
720575940623539789,MC_190.113
720575940624329037,MC_190.113
720575940631465041,MC_190.113
720575940614629206,MC_190.113
720575940637361754,MC_190.113
720575940619767899,MC_190.113
720575940637314906,MC_190.113
720575940633909344,MC_190.113
720575940625551716,MC_190.113
720575940636148325,MC_190.113
720575940625218404,MC_190.113
720575940628210535,MC_190.113
720575940628504679,MC_190.113
720575940635789925,MC_190.113
720575940614341994,MC_190.113
720575940635174507,MC_190.113
720575940633402219,MC_190.113
720575940633290603,MC_190.113
720575940644688238,MC_190.113
720575940635102832,MC_190.113
720575940649296761,MC_190.113
720575940648716153,MC_190.113
720575940629493882,MC_190.113
720575940625123453,MC_190.113
720575940627962238,MC_190.113
720575940605322370,MC_190.113
720575940606298754,MC_190.113
720575940625907077,MC_190.113
720575940619281031,MC_190.113
720575940615251339,MC_190.113
720575940635207822,MC_190.113
720575940635114126,MC_190.113
720575940618133649,MC_190.113
720575940617495697,MC_190.113
720575940617422481,MC_190.113
720575940611799445,MC_190.113
720575940614245526,MC_190.113
720575940611755157,MC_190.113
720575940613879702,MC_190.113
720575940611798169,MC_190.113
720575940634025626,MC_190.113
720575940611752857,MC_190.113
720575940617223325,MC_190.113
720575940618331038,MC_190.113
720575940614806687,MC_190.113
720575940613895842,MC_190.113
720575940631530148,MC_190.113
720575940614466983,MC_190.113
720575940627465384,MC_190.113
720575940619876267,MC_190.113
720575940604447148,MC_190.113
720575940632239277,MC_190.113
720575940633000877,MC_190.113
720575940613363119,MC_190.113
720575940621009840,MC_190.113
720575940632250285,MC_190.113
720575940619850411,MC_190.113
720575940623118261,MC_190.113
720575940615464889,MC_190.113
720575940615464891,MC_190.113
720575940624264892,MC_190.113
720575940638482877,MC_190.113
720575940624481980,MC_190.113
720575940618410177,MC_190.113
720575940621198017,MC_190.113
720575940605874633,MC_190.113
720575940625947594,MC_190.113
720575940619662539,MC_190.113
720575940625017034,MC_190.113
720575940606373321,MC_190.113
720575940618910411,MC_190.113
720575940610798546,MC_190.113
720575940607496405,MC_190.113
720575940611419354,MC_190.113
720575940640910555,MC_190.113
720575940611490778,MC_190.113
720575940632898273,MC_190.113
720575940612244707,MC_190.113
720575940616886758,MC_190.113
720575940616644582,MC_190.113
720575940623390954,MC_190.113
720575940612677613,MC_190.113
720575940620445934,MC_190.113
720575940619591663,MC_190.113
720575940627851761,MC_190.113
720575940629059833,MC_190.113
720575940629512186,MC_190.113
720575940628355846,MC_191.113
720575940607853833,MC_191.113
720575940608742409,MC_191.113
720575940624546062,MC_191.113
720575940625605905,MC_191.113
720575940620293652,MC_191.113
720575940630832635,MC_191.113
720575940615986459,MC_191.113
720575940608658205,MC_191.113
720575940609530653,MC_191.113
720575940624915230,MC_191.113
720575940616064546,MC_191.113
720575940645728803,MC_191.113
720575940626042149,MC_191.113
720575940611783464,MC_191.113
720575940623291945,MC_191.113
720575940613221928,MC_191.113
720575940619341105,MC_191.113
720575940613425459,MC_191.113
720575940639161909,MC_191.113
720575940638546229,MC_191.113
720575940628192055,MC_191.113
720575940618898230,MC_191.113
720575940618633782,MC_191.113
720575940615957563,MC_191.113
720575940630174268,MC_191.113
720575940639648573,MC_191.113
720575940625559358,MC_191.113
720575940637445183,MC_191.113
720575940626307902,MC_191.113
720575940620055617,MC_191.113
720575940615239746,MC_191.113
720575940620257345,MC_191.113
720575940617811013,MC_191.113
720575940625885512,MC_191.113
720575940624157769,MC_191.113
720575940628915279,MC_191.113
720575940632449619,MC_191.113
720575940619930965,MC_191.113
720575940617341270,MC_191.113
720575940628306784,MC_191.113
720575940621177953,MC_191.113
720575940631367776,MC_191.113
720575940634419040,MC_191.113
720575940631367520,MC_191.113
720575940625489764,MC_191.113
720575940633378411,MC_191.113
720575940611986545,MC_191.113
720575940614351477,MC_191.113
720575940636335735,MC_191.113
720575940610711416,MC_191.113
720575940618467195,MC_191.113
720575940659426177,MC_191.113
720575940626795909,MC_191.113
720575940620538246,MC_191.113
720575940627379333,MC_191.113
720575940620537734,MC_191.113
720575940626169481,MC_191.113
720575940627104649,MC_191.113
720575940631866508,MC_191.113
720575940624664468,MC_191.113
720575940634020508,MC_191.113
720575940619218078,MC_191.113
720575940615024543,MC_191.113
720575940614656162,MC_191.113
720575940639741347,MC_191.113
720575940632175268,MC_191.113
720575940627314088,MC_191.113
720575940622199977,MC_191.113
720575940620382889,MC_191.113
720575940618603179,MC_191.113
720575940632154285,MC_191.113
720575940633058989,MC_191.113
720575940614109615,MC_191.113
720575940618927024,MC_191.113
720575940621442224,MC_191.113
720575940605997233,MC_191.113
720575940611088563,MC_191.113
720575940612279731,MC_191.113
720575940621010352,MC_191.113
720575940616162235,MC_191.113
720575940624981436,MC_191.113
720575940639298237,MC_191.113
720575940639290045,MC_191.113
720575940639297213,MC_191.113
720575940639296189,MC_191.113
720575940605530302,MC_191.113
720575940633810111,MC_191.113
720575940608884931,MC_191.113
720575940620320193,MC_191.113
720575940619869120,MC_191.113
720575940615696838,MC_191.113
720575940617245908,MC_191.113
720575940608862677,MC_191.113
720575940609003733,MC_191.113
720575940622432726,MC_191.113
720575940616631001,MC_191.113
720575940641656283,MC_191.113
720575940639904475,MC_191.113
720575940621729757,MC_191.113
720575940615272415,MC_191.113
720575940633555425,MC_191.113
720575940617212134,MC_191.113
720575940617434086,MC_191.113
720575940635968745,MC_191.113
720575940622344170,MC_191.113
720575940620444654,MC_191.113
720575940612341490,MC_191.113
720575940620940276,MC_191.113
720575940620791028,MC_191.113
720575940635579128,MC_191.113
720575940630866939,MC_191.113
720575940612773374,MC_191.113
720575940617047553,MC_192.113
720575940625643266,MC_192.113
720575940627325702,MC_192.113
720575940627721990,MC_192.113
720575940607350793,MC_192.113
720575940607899913,MC_192.113
720575940606765579,MC_192.113
720575940607667723,MC_192.113
720575940625035022,MC_192.113
720575940625931285,MC_192.113
720575940612342550,MC_192.113
720575940617307165,MC_192.113
720575940616586525,MC_192.113
720575940632264223,MC_192.113
720575940617797405,MC_192.113
720575940621895718,MC_192.113
720575940622888231,MC_192.113
720575940612970536,MC_192.113
720575940626260779,MC_192.113
720575940627406635,MC_192.113
720575940625181488,MC_192.113
720575940618582577,MC_192.113
720575940629166391,MC_192.113
720575940630383673,MC_192.113
720575940615358530,MC_192.113
720575940626835784,MC_192.113
720575940627368522,MC_192.113
720575940615601492,MC_192.113
720575940626263292,MC_192.113
720575940615945558,MC_192.113
720575940629149527,MC_192.113
720575940638789720,MC_192.113
720575940630039895,MC_192.113
720575940618076763,MC_192.113
720575940618815067,MC_192.113
720575940607283804,MC_192.113
720575940634707807,MC_192.113
720575940620179553,MC_192.113
720575940622356835,MC_192.113
720575940625743204,MC_192.113
720575940635288165,MC_192.113
720575940626787172,MC_192.113
720575940627811945,MC_192.113
720575940612503146,MC_192.113
720575940613126762,MC_192.113
720575940634361195,MC_192.113
720575940634852463,MC_192.113
720575940619866740,MC_192.113
720575940619598964,MC_192.113
720575940629225078,MC_192.113
720575940628599036,MC_192.113
720575940621302644,MC_192.113
720575940628769402,MC_192.113
720575940621788028,MC_192.113
720575940621818492,MC_192.113
720575940627223036,MC_192.113
720575940620917119,MC_192.113
720575940606459266,MC_192.113
720575940625086595,MC_192.113
720575940646853508,MC_192.113
720575940624991109,MC_192.113
720575940626209413,MC_192.113
720575940617980295,MC_192.113
720575940619469958,MC_192.113
720575940626333061,MC_192.113
720575940626893193,MC_192.113
720575940615370635,MC_192.113
720575940624621968,MC_192.113
720575940621760147,MC_192.113
720575940610826645,MC_192.113
720575940613859734,MC_192.113
720575940610908053,MC_192.113
720575940616232349,MC_192.113
720575940617854878,MC_192.113
720575940614028959,MC_192.113
720575940642729376,MC_192.113
720575940653025185,MC_192.113
720575940613335975,MC_192.113
720575940614161831,MC_192.113
720575940626748072,MC_192.113
720575940632627885,MC_192.113
720575940635762094,MC_192.113
720575940613303471,MC_192.113
720575940604284337,MC_192.113
