root_id,morphology_cluster
720575940613122201,MC_2.263
720575940617194653,MC_2.263
720575940605705388,MC_2.263
720575940636247214,MC_2.263
720575940621943984,MC_2.263
720575940634027188,MC_2.263
720575940604070078,MC_2.263
720575940633265343,MC_2.263
720575940619695296,MC_2.263
720575940610000067,MC_2.263
720575940624078020,MC_2.263
720575940626335943,MC_2.263
720575940642442440,MC_2.263
720575940612645082,MC_2.263
720575940611406042,MC_2.263
720575940613336287,MC_2.263
720575940631893218,MC_2.263
720575940636539108,MC_2.263
720575940622964967,MC_2.263
720575940612106477,MC_2.263
720575940618734831,MC_2.263
720575940626983153,MC_2.263
720575940622425332,MC_2.263
720575940630149367,MC_2.263
720575940636047608,MC_2.263
720575940628623612,MC_2.263
720575940623995133,MC_2.263
720575940626719996,MC_2.263
720575940625445130,MC_2.263
720575940625979665,MC_2.263
720575940628276497,MC_2.263
720575940643218711,MC_2.263
720575940622676257,MC_2.263
720575940617341218,MC_2.263
720575940622397729,MC_2.263
720575940632853805,MC_2.263
720575940614604083,MC_2.263
720575940646608180,MC_2.263
720575940639832373,MC_2.263
720575940619483446,MC_2.263
720575940638269757,MC_2.263
720575940618758465,MC_2.263
720575940609406276,MC_2.263
720575940622497097,MC_2.263
720575940622955852,MC_2.263
720575940618359120,MC_2.263
720575940617005398,MC_2.263
720575940632490336,MC_2.263
720575940637067621,MC_2.263
720575940635881835,MC_2.263
720575940628975980,MC_2.263
720575940637133168,MC_2.263
720575940611135857,MC_2.263
720575940640254323,MC_2.263
720575940628195710,MC_2.263
720575940640750976,MC_2.263
720575940658525569,MC_2.263
720575940627101059,MC_2.263
720575940615320971,MC_2.263
720575940615320978,MC_2.263
720575940623144340,MC_2.263
720575940615222678,MC_2.263
720575940613155225,MC_2.263
720575940634786202,MC_2.263
720575940634803612,MC_2.263
720575940616329629,MC_2.263
720575940644360608,MC_2.263
720575940615237031,MC_2.263
720575940618717611,MC_2.263
720575940603338156,MC_2.263
720575940622322103,MC_2.263
720575940625489336,MC_2.263
720575940614189499,MC_2.263
720575940616515014,MC_2.263
720575940628865479,MC_2.263
720575940626633162,MC_2.263
720575940633077196,MC_2.263
720575940641254864,MC_2.263
720575940609667538,MC_2.263
720575940633364947,MC_2.263
720575940623065558,MC_2.263
720575940617088473,MC_2.263
720575940605489632,MC_2.263
720575940634203617,MC_2.263
720575940617953766,MC_2.263
720575940622423536,MC_2.263
720575940611951090,MC_2.263
720575940610660850,MC_2.263
720575940611414514,MC_2.263
720575940636237304,MC_2.263
720575940628960762,MC_2.263
720575940624738813,MC_2.263
720575940613033470,MC_2.263
720575940624478727,MC_2.263
720575940623875592,MC_2.263
720575940627727888,MC_2.263
720575940626406933,MC_2.263
720575940643806743,MC_2.263
720575940623725080,MC_2.263
720575940634573337,MC_2.263
720575940622166561,MC_2.263
720575940623945257,MC_2.263
720575940627249707,MC_2.263
720575940631420461,MC_2.263
720575940615518770,MC_2.263
720575940616727090,MC_2.263
720575940627529274,MC_2.263
720575940628355656,MC_2.263
720575940631917131,MC_2.263
720575940628310607,MC_2.263
720575940625031769,MC_2.263
720575940621367899,MC_2.263
720575940634351199,MC_2.263
720575940610357858,MC_2.263
720575940627827303,MC_2.263
720575940636526191,MC_2.263
720575940613094002,MC_2.263
720575940640309875,MC_2.263
720575940613375602,MC_2.263
720575940617168501,MC_2.263
720575940629985910,MC_2.263
720575940630174326,MC_2.263
720575940639608441,MC_2.263
720575940639444601,MC_2.263
720575940630358650,MC_2.263
720575940630182526,MC_2.263
720575940619991679,MC_2.263
720575940648154756,MC_2.263
720575940622565000,MC_2.263
720575940627327625,MC_2.263
720575940628185743,MC_2.263
720575940615092882,MC_2.263
720575940610838169,MC_2.263
720575940635160218,MC_2.263
720575940629847707,MC_2.263
720575940618345117,MC_2.263
720575940631644836,MC_2.263
720575940620598950,MC_2.263
720575940613787303,MC_2.263
720575940614666927,MC_2.263
720575940612883123,MC_2.263
720575940611424947,MC_2.263
720575940621738678,MC_2.263
720575940626656954,MC_2.263
720575940639713981,MC_2.263
720575940606244542,MC_2.263
720575940610044611,MC_2.263
720575940624015044,MC_2.263
720575940605010633,MC_2.263
720575940621062861,MC_2.263
720575940631658195,MC_2.263
720575940618041044,MC_2.263
720575940630644439,MC_2.263
720575940620295896,MC_2.263
720575940615926489,MC_2.263
720575940622665437,MC_2.263
720575940638656228,MC_2.263
720575940617153254,MC_2.263
720575940619711216,MC_2.263
720575940629135097,MC_2.263
720575940626767612,MC_2.263
720575940625137410,MC_2.263
720575940630605583,MC_2.263
720575940628258577,MC_2.263
720575940618746651,MC_2.263
720575940627152668,MC_2.263
720575940626641701,MC_2.263
720575940629772074,MC_2.263
720575940620026673,MC_2.263
720575940616159026,MC_2.263
720575940629590839,MC_2.263
720575940632437561,MC_2.263
720575940640112445,MC_2.263
720575940639866685,MC_2.263
720575940629378883,MC_2.263
720575940632792903,MC_2.263
720575940621780812,MC_2.263
720575940622786380,MC_2.263
720575940637709134,MC_2.263
720575940620575568,MC_2.263
720575940632919889,MC_2.263
720575940623583075,MC_2.263
720575940637245285,MC_2.263
720575940605028198,MC_2.263
720575940637734768,MC_2.263
720575940612106098,MC_2.263
720575940621912948,MC_2.263
720575940627927930,MC_2.263
720575940627943290,MC_2.263
720575940621509500,MC_2.263
720575940620546940,MC_2.263
720575940619946879,MC_2.263
720575940621782911,MC_2.263
720575940627233667,MC_2.263
720575940648128388,MC_2.263
720575940622841738,MC_2.263
720575940616293259,MC_2.263
720575940615233419,MC_2.263
720575940614203282,MC_2.263
720575940615271314,MC_2.263
720575940634786716,MC_2.263
720575940616132509,MC_2.263
720575940632565668,MC_2.263
720575940614435751,MC_2.263
720575940621052848,MC_2.263
720575940607862706,MC_2.263
720575940625531832,MC_2.263
720575940605338558,MC_2.263
720575940633146303,MC_2.263
720575940608431043,MC_2.263
720575940624139204,MC_2.263
720575940614157254,MC_2.263
720575940622390230,MC_2.263
720575940628810711,MC_2.263
720575940611843043,MC_2.263
720575940612421605,MC_2.263
720575940622066666,MC_2.263
720575940621351918,MC_2.263
720575940622410736,MC_2.263
720575940636197880,MC_2.263
720575940619654149,MC_3.257
720575940625992714,MC_3.257
720575940608875531,MC_3.257
720575940626510869,MC_3.257
720575940611567638,MC_3.257
720575940645134359,MC_3.257
720575940644795428,MC_3.257
720575940623547431,MC_3.257
720575940627786795,MC_3.257
720575940629047340,MC_3.257
720575940629098540,MC_3.257
720575940630650936,MC_3.257
720575940632481849,MC_3.257
720575940615999547,MC_3.257
720575940617569344,MC_3.257
720575940619900993,MC_3.257
720575940613088322,MC_3.257
720575940630731847,MC_3.257
720575940628778058,MC_3.257
720575940620946508,MC_3.257
720575940625477721,MC_3.257
720575940626721881,MC_3.257
720575940623935588,MC_3.257
720575940629079145,MC_3.257
720575940634857583,MC_3.257
720575940635576432,MC_3.257
720575940611863666,MC_3.257
720575940619919476,MC_3.257
720575940610432120,MC_3.257
720575940626934927,MC_3.257
720575940613219474,MC_3.257
720575940610116757,MC_3.257
720575940611050649,MC_3.257
720575940632779932,MC_3.257
720575940653666465,MC_3.257
720575940635667630,MC_3.257
720575940635516084,MC_3.257
720575940634700980,MC_3.257
720575940622425271,MC_3.257
720575940624244922,MC_3.257
720575940624014524,MC_3.257
720575940621110464,MC_3.257
720575940608088259,MC_3.257
720575940615934150,MC_3.257
720575940618785995,MC_3.257
720575940611922126,MC_3.257
720575940629368015,MC_3.257
720575940629940431,MC_3.257
720575940639172816,MC_3.257
720575940611425498,MC_3.257
720575940636983518,MC_3.257
720575940636539102,MC_3.257
720575940604710112,MC_3.257
720575940636703977,MC_3.257
720575940622093546,MC_3.257
720575940612732146,MC_3.257
720575940623652083,MC_3.257
720575940634903800,MC_3.257
720575940623706365,MC_3.257
720575940622174463,MC_3.257
720575940625031426,MC_3.257
720575940626161930,MC_3.257
720575940614362380,MC_3.257
720575940630123794,MC_3.257
720575940616166685,MC_3.257
720575940627115294,MC_3.257
720575940616878370,MC_3.257
720575940647100707,MC_3.257
720575940630835511,MC_3.257
720575940630321464,MC_3.257
720575940628976956,MC_3.257
720575940624924990,MC_3.257
720575940616298816,MC_3.257
720575940609063236,MC_3.257
720575940638626118,MC_3.257
720575940626661704,MC_3.257
720575940622932297,MC_3.257
720575940631773523,MC_3.257
720575940630719831,MC_3.257
720575940609592674,MC_3.257
720575940610171234,MC_3.257
720575940623587683,MC_3.257
720575940635004271,MC_3.257
720575940635572592,MC_3.257
720575940612570481,MC_3.257
720575940621092220,MC_3.257
720575940628473214,MC_3.257
720575940627685765,MC_3.257
720575940620346758,MC_3.257
720575940624008586,MC_3.257
720575940615288203,MC_3.257
720575940617294219,MC_3.257
720575940640792973,MC_3.257
720575940624016778,MC_3.257
720575940624292244,MC_3.257
720575940614599071,MC_3.257
720575940632777124,MC_3.257
720575940621061545,MC_3.257
720575940623993276,MC_3.257
720575940619720129,MC_3.257
720575940628324802,MC_3.257
720575940608190915,MC_3.257
720575940620306904,MC_3.257
720575940616377817,MC_3.257
720575940640510427,MC_3.257
720575940636536286,MC_3.257
720575940626447848,MC_3.257
720575940636884457,MC_3.257
720575940614089197,MC_3.257
720575940619935214,MC_3.257
720575940618711535,MC_3.257
720575940612944382,MC_3.257
720575940626260490,MC_3.257
720575940608828939,MC_3.257
720575940623925774,MC_3.257
720575940631430674,MC_3.257
720575940623492632,MC_3.257
720575940632912409,MC_3.257
720575940625175068,MC_3.257
720575940624919077,MC_3.257
720575940612045352,MC_3.257
720575940630302250,MC_3.257
720575940645328436,MC_3.257
720575940645699124,MC_3.257
720575940637958709,MC_3.257
720575940646708788,MC_3.257
720575940628552247,MC_3.257
720575940628847164,MC_3.257
720575940638787133,MC_3.257
720575940618450496,MC_3.257
720575940608496196,MC_3.257
720575940637905478,MC_3.257
720575940626531914,MC_3.257
720575940620783180,MC_3.257
720575940639884878,MC_3.257
720575940638161486,MC_3.257
720575940629787223,MC_3.257
720575940635679327,MC_3.257
720575940633588320,MC_3.257
720575940623567459,MC_3.257
720575940635040357,MC_3.257
720575940635631211,MC_3.257
720575940639338099,MC_3.257
720575940615055989,MC_3.257
720575940635213431,MC_3.257
720575940627902078,MC_3.257
720575940605825666,MC_3.257
720575940622312072,MC_3.257
720575940626236041,MC_3.257
720575940626507408,MC_3.257
720575940613238418,MC_3.257
720575940627663512,MC_3.257
720575940610946713,MC_3.257
720575940628105883,MC_3.257
720575940634502812,MC_3.257
720575940614373023,MC_3.257
720575940653742753,MC_3.257
720575940639109795,MC_3.257
720575940626873000,MC_3.257
720575940622700201,MC_3.257
720575940611352234,MC_3.257
720575940611314346,MC_3.257
720575940613145258,MC_3.257
720575940613191338,MC_3.257
720575940613763759,MC_3.257
720575940623225525,MC_3.257
720575940619981494,MC_3.257
720575940620512950,MC_3.257
720575940629661381,MC_3.257
720575940627427015,MC_3.257
720575940624931530,MC_3.257
720575940621960909,MC_3.257
720575940610382546,MC_3.257
720575940607825621,MC_3.257
720575940636229342,MC_3.257
720575940614474463,MC_3.257
720575940632512226,MC_3.257
720575940637901540,MC_3.257
720575940636795620,MC_3.257
720575940621403887,MC_3.257
720575940619506415,MC_3.257
720575940620856047,MC_3.257
720575940620575476,MC_3.257
720575940626617084,MC_3.257
720575940623262461,MC_3.257
720575940613439230,MC_3.257
720575940616735489,MC_3.257
720575940628716294,MC_3.257
720575940627806992,MC_3.257
720575940611891990,MC_3.257
720575940611506966,MC_3.257
720575940621914904,MC_3.257
720575940620887834,MC_3.257
720575940625369884,MC_3.257
720575940644971299,MC_3.257
720575940645180196,MC_3.257
720575940624459557,MC_3.257
720575940631123759,MC_3.257
720575940624417584,MC_3.257
720575940631744303,MC_3.257
720575940614751027,MC_3.257
720575940630420281,MC_3.257
720575940615957314,MC_3.257
720575940638880582,MC_3.257
720575940622694217,MC_3.257
720575940622992205,MC_3.257
720575940629967703,MC_3.257
720575940638857048,MC_3.257
720575940637088602,MC_3.257
720575940636878682,MC_3.257
720575940635714399,MC_3.257
720575940622314339,MC_3.257
720575940613821290,MC_3.257
720575940634559339,MC_3.257
720575940613804906,MC_3.257
720575940636529520,MC_3.257
720575940627555197,MC_3.257
720575940620754815,MC_3.257
720575940638922624,MC_3.257
720575940638644096,MC_3.257
720575940619518854,MC_3.257
720575940623383432,MC_3.257
720575940624838544,MC_3.257
720575940616083345,MC_3.257
720575940613831570,MC_3.257
720575940623126419,MC_3.257
720575940612159381,MC_3.257
720575940626364312,MC_3.257
720575940611740569,MC_3.257
720575940617480094,MC_3.257
720575940614373279,MC_3.257
720575940626886568,MC_3.257
720575940626735016,MC_3.257
720575940603817900,MC_3.257
720575940613677999,MC_3.257
720575940604932017,MC_3.257
720575940606217138,MC_3.257
720575940624208824,MC_3.257
720575940617997241,MC_3.257
720575940623887288,MC_3.257
720575940615116731,MC_3.257
720575940607854531,MC_3.257
720575940608444355,MC_3.257
720575940623047629,MC_3.257
720575940616491993,MC_3.257
720575940641552347,MC_3.257
720575940638177246,MC_3.257
720575940637368286,MC_3.257
720575940613672931,MC_3.257
720575940636950505,MC_3.257
720575940612254701,MC_3.257
720575940611088370,MC_3.257
720575940653172726,MC_3.257
720575940628039676,MC_3.257
720575940622670845,MC_3.257
720575940613427198,MC_3.257
720575940622156799,MC_3.257
720575940628071427,MC_4.246
720575940626295300,MC_4.246
720575940626395652,MC_4.246
720575940620774405,MC_4.246
720575940622850055,MC_4.246
720575940622796808,MC_4.246
720575940620641797,MC_4.246
720575940623543309,MC_4.246
720575940627089424,MC_4.246
720575940625909777,MC_4.246
720575940629577234,MC_4.246
720575940613331990,MC_4.246
720575940644466711,MC_4.246
720575940624122908,MC_4.246
720575940627373086,MC_4.246
720575940620332577,MC_4.246
720575940620434465,MC_4.246
720575940624335909,MC_4.246
720575940623061031,MC_4.246
720575940623417895,MC_4.246
720575940632661549,MC_4.246
720575940624331312,MC_4.246
720575940617801265,MC_4.246
720575940637993525,MC_4.246
720575940617484342,MC_4.246
720575940628851767,MC_4.246
720575940632320568,MC_4.246
720575940617517622,MC_4.246
720575940630210616,MC_4.246
720575940615648315,MC_4.246
720575940630851644,MC_4.246
720575940630833724,MC_4.246
720575940637122111,MC_4.246
720575940617568320,MC_4.246
720575940608591428,MC_4.246
720575940637670982,MC_4.246
720575940622739529,MC_4.246
720575940623084109,MC_4.246
720575940637911118,MC_4.246
720575940618544208,MC_4.246
720575940631202899,MC_4.246
720575940631212115,MC_4.246
720575940615801430,MC_4.246
720575940640277080,MC_4.246
720575940640289368,MC_4.246
720575940637275226,MC_4.246
720575940607167580,MC_4.246
720575940616637533,MC_4.246
720575940606952028,MC_4.246
720575940633394783,MC_4.246
720575940634259040,MC_4.246
720575940628245607,MC_4.246
720575940628330599,MC_4.246
720575940634226287,MC_4.246
720575940637848179,MC_4.246
720575940638863987,MC_4.246
720575940629729787,MC_4.246
720575940619494527,MC_4.246
720575940605291650,MC_4.246
720575940625820293,MC_4.246
720575940619611782,MC_4.246
720575940619398278,MC_4.246
720575940626844815,MC_4.246
720575940624020624,MC_4.246
720575940615943313,MC_4.246
720575940614082194,MC_4.246
720575940626752655,MC_4.246
720575940621396115,MC_4.246
720575940633053847,MC_4.246
720575940625305240,MC_4.246
720575940610740889,MC_4.246
720575940633280156,MC_4.246
720575940616349853,MC_4.246
720575940632653468,MC_4.246
720575940614100127,MC_4.246
720575940614110367,MC_4.246
720575940614482591,MC_4.246
720575940613318306,MC_4.246
720575940642770592,MC_4.246
720575940638624931,MC_4.246
720575940626233512,MC_4.246
720575940603402412,MC_4.246
720575940631900845,MC_4.246
720575940636788910,MC_4.246
720575940635948718,MC_4.246
720575940611423411,MC_4.246
720575940634098356,MC_4.246
720575940610632883,MC_4.246
720575940610554547,MC_4.246
720575940610043571,MC_4.246
720575940625655992,MC_4.246
720575940611282611,MC_4.246
720575940620480182,MC_4.246
720575940633233087,MC_4.246
720575940618788033,MC_4.246
720575940608221891,MC_4.246
720575940641806536,MC_4.246
720575940625133770,MC_4.246
720575940618274507,MC_4.246
720575940618275531,MC_4.246
720575940630131919,MC_4.246
720575940608980178,MC_4.246
720575940617984212,MC_4.246
720575940607840981,MC_4.246
720575940616476372,MC_4.246
720575940607718101,MC_4.246
720575940618475224,MC_4.246
720575940617859288,MC_4.246
720575940628970716,MC_4.246
720575940614349535,MC_4.246
720575940603225312,MC_4.246
720575940614311135,MC_4.246
720575940631258338,MC_4.246
720575940611404003,MC_4.246
720575940613752547,MC_4.246
720575940636310756,MC_4.246
720575940615676127,MC_4.246
720575940631486177,MC_4.246
720575940626649832,MC_4.246
720575940624257770,MC_4.246
720575940623103724,MC_4.246
720575940619059438,MC_4.246
720575940627358961,MC_4.246
720575940610872050,MC_4.246
720575940623143155,MC_4.246
720575940623115507,MC_4.246
720575940639864565,MC_4.246
720575940622524148,MC_4.246
720575940629135607,MC_4.246
720575940634529528,MC_4.246
720575940634721528,MC_4.246
720575940629929211,MC_4.246
720575940625946364,MC_4.246
720575940628940032,MC_4.246
720575940627846915,MC_4.246
720575940626225930,MC_4.246
720575940626476810,MC_4.246
720575940626434314,MC_4.246
720575940618545940,MC_4.246
720575940643870487,MC_4.246
720575940621337880,MC_4.246
720575940616523035,MC_4.246
720575940616980763,MC_4.246
720575940630841631,MC_4.246
720575940620698913,MC_4.246
720575940621850406,MC_4.246
720575940612603176,MC_4.246
720575940627846955,MC_4.246
720575940629786412,MC_4.246
720575940627558188,MC_4.246
720575940629040428,MC_4.246
720575940631856429,MC_4.246
720575940631488301,MC_4.246
720575940612299571,MC_4.246
720575940617345846,MC_4.246
720575940629674809,MC_4.246
720575940638963517,MC_4.246
720575940637558589,MC_4.246
720575940625343806,MC_4.246
720575940616384832,MC_4.246
720575940638822205,MC_4.246
720575940609250628,MC_4.246
720575940615985989,MC_4.246
720575940616603973,MC_4.246
720575940626085706,MC_4.246
720575940624284493,MC_4.246
720575940623208269,MC_4.246
720575940627373903,MC_4.246
720575940627844943,MC_4.246
720575940629060943,MC_4.246
720575940626187602,MC_4.246
720575940631872339,MC_4.246
720575940616360788,MC_4.246
720575940619360085,MC_4.246
720575940617708885,MC_4.246
720575940636286298,MC_4.246
720575940607415132,MC_4.246
720575940621678942,MC_4.246
720575940634722149,MC_4.246
720575940635363696,MC_4.246
720575940614924149,MC_4.246
720575940630046582,MC_4.246
720575940636934007,MC_4.246
720575940634652023,MC_4.246
720575940629161334,MC_4.246
720575940627999098,MC_4.246
720575940616738683,MC_4.246
720575940622784380,MC_4.246
720575940628200826,MC_4.246
720575940628099454,MC_4.246
720575940625665405,MC_4.246
720575940638664576,MC_4.246
720575940609233784,MC_4.246
720575940604903298,MC_4.246
720575940645139844,MC_4.246
